ticket_id,Summary,service,entity,team,Work type,work_type_pred,impact_pred,urgency_pred,priority_pred,priority_score,confidence,severity_offset,age_factor,difficulty_factor,combined_offset,age_days,is_resolved,resolution_days,service_is_critical,service_unresolvable,ev_work_type,ev_scope,ev_outage_extent,ev_workaround,ev_regulatory_or_security,ev_deadline_pressure,Priority_original_random,Urgency_original_random,Impact_original_random
T03707,New license requested for Trading Platform,Trading Platform,Switzerland,Investment Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,4.100694444444445,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03708,Email notification received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,12.922916666666667,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,highest,low
T03709,Email notification received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,13.76388888888889,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,medium,low
T03710,Access requested for Risk & Compliance Monitoring,Risk & Compliance Monitoring,Switzerland,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,11.047222222222222,True,False,Service Request,individual,none,not_applicable,False,none,lowest,low,low
T03711,New license requested for Fund Pricing,Fund Pricing,Nordics,Valuation & Pricing,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,4.26875,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03712,Email notification received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,20.134027777777778,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,high
T03713,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,6.821527777777778,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,lowest
T03714,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Nordics,Service Desk,Service Request,Incident,high,low,medium,0.4464,1.0,0.3,0.0303,,0.2207,3.6326388888888888,False,,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,lowest
T03715,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Service Request,Incident,high,low,medium,0.4601,1.0,0.3,0.2735,,0.2922,32.821527777777774,False,,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T03716,New license requested for CRM & Client Portal,CRM & Client Portal,Switzerland,Client Services,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,2.2152777777777777,False,False,Service Request,individual,none,not_applicable,False,none,low,lowest,lowest
T03717,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,9.127777777777778,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T03718,Access requested for SimCorp Dimension,SimCorp Dimension,Nordics,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,12.291666666666666,True,False,Service Request,individual,none,not_applicable,False,none,lowest,medium,low
T03719,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,8.052083333333334,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,high,low
T03720,New license requested for Fund Pricing,Fund Pricing,Germany,Valuation & Pricing,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,9.002083333333333,True,False,Service Request,individual,none,not_applicable,False,none,high,lowest,lowest
T03721,Access requested for Regulatory Reporting,Regulatory Reporting,Luxembourg,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,3.7604166666666665,True,False,Service Request,individual,none,not_applicable,False,none,lowest,low,lowest
T03722,Access requested for Client Reporting,Client Reporting,Luxembourg,Client Services,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,19.97361111111111,True,False,Service Request,individual,none,not_applicable,False,none,medium,low,low
T03723,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,15.936805555555555,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T03724,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,2.188888888888889,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,lowest
T03725,New license requested for Identity & Access Management,Identity & Access Management,Luxembourg,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,13.395138888888889,False,False,Service Request,individual,none,not_applicable,False,none,lowest,high,lowest
T03726,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,5.360416666666667,False,True,Incident,external_counterparty,partial_degradation,none,False,none,high,lowest,lowest
T03727,Email notification received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,16.525,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,low,low
T03728,New license requested for Corporate Actions,Corporate Actions,Germany,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,17.356944444444444,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03729,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,9.719444444444445,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,lowest
T03730,Access requested for Regulatory Reporting,Regulatory Reporting,France,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,17.461805555555557,True,False,Service Request,individual,none,not_applicable,False,none,medium,low,low
T03731,Incorrect incident title for service request in Securities Settlement,Securities Settlement,Nordics,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,0.9444,0.25,0.0,,0.1765,0.0,True,7.366666666666666,True,False,Service Request,one_entity,none,not_applicable,False,none,low,lowest,lowest
T03732,Access removal requested for Client Reporting,Client Reporting,France,Client Services,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,13.345833333333333,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03733,New license requested for SimCorp Dimension,SimCorp Dimension,Switzerland,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,13.472222222222221,True,False,Service Request,individual,none,not_applicable,False,none,medium,lowest,medium
T03734,Access requested for Client Reporting,Client Reporting,France,Client Services,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,20.365972222222222,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,medium
T03735,New license requested for Trade Matching,Trade Matching,Germany,Investment Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,2.4791666666666665,True,False,Service Request,individual,none,not_applicable,False,none,lowest,medium,lowest
T03736,New license requested for Identity & Access Management,Identity & Access Management,Germany,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,13.227777777777778,False,False,Service Request,individual,none,not_applicable,False,none,high,lowest,low
T03737,Access removal requested for Corporate Actions,Corporate Actions,Luxembourg,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,19.84722222222222,True,False,Service Request,individual,none,not_applicable,False,none,lowest,low,lowest
T03738,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,14.935416666666667,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,medium,lowest
T03739,Access removal requested for Tax Reporting,Tax Reporting,Germany,Tax & Reporting,Service Request,Service Request,lowest,lowest,lowest,0.0605,1.0,0.0,1.0,,0.2941,134.9625,False,,False,False,Service Request,individual,none,not_applicable,False,none,lowest,medium,low
T03740,Access removal requested for Order Management,Order Management,Germany,Trading Support,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,6.376388888888889,True,False,Service Request,individual,none,not_applicable,False,none,low,low,lowest
T03741,Incorrect incident title for service request in Fund Pricing,Fund Pricing,France,Valuation & Pricing,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,14.1875,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03742,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,4.789583333333334,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,medium
T03743,Incorrect incident title for service request in Order Management,Order Management,Luxembourg,Trading Support,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,2.2090277777777776,True,False,Service Request,individual,none,not_applicable,False,none,lowest,low,low
T03744,New license requested for Regulatory Reporting,Regulatory Reporting,Switzerland,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,4.808333333333334,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03745,Email notification received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,14.874305555555555,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T03746,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,13.70138888888889,False,True,Incident,external_counterparty,partial_degradation,none,False,none,highest,medium,highest
T03747,Access requested for Trading Platform,Trading Platform,Nordics,Investment Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,3.0965277777777778,True,False,Service Request,individual,none,not_applicable,False,none,highest,lowest,low
T03748,General request for Fund Pricing with unclear details,Fund Pricing,France,Valuation & Pricing,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,20.12986111111111,True,False,Service Request,individual,none,not_applicable,False,none,medium,lowest,low
T03749,Access requested for Regulatory Reporting,Regulatory Reporting,Switzerland,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0944,1.0,0.25,1.0,,0.4706,129.02708333333334,False,,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03750,Access removal requested for Corporate Actions,Corporate Actions,Nordics,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0944,1.0,0.25,1.0,,0.4706,150.61180555555555,False,,True,False,Service Request,individual,none,not_applicable,False,none,low,lowest,low
T03751,New license requested for SimCorp Dimension,SimCorp Dimension,France,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,8.886111111111111,True,False,Service Request,individual,none,not_applicable,False,none,lowest,low,lowest
T03752,Incorrect incident title for service request in Trade Matching,Trade Matching,Nordics,Investment Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,1.3506944444444444,True,False,Service Request,individual,none,not_applicable,False,none,highest,medium,low
T03753,Incorrect incident title for service request in Regulatory Reporting,Regulatory Reporting,Luxembourg,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,8.841666666666667,True,False,Service Request,individual,none,not_applicable,False,none,low,medium,medium
T03754,New license requested for Portfolio Accounting,Portfolio Accounting,Switzerland,Investment Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,4.202083333333333,True,False,Service Request,individual,none,not_applicable,False,none,high,lowest,medium
T03755,Access requested for Portfolio Accounting,Portfolio Accounting,France,Investment Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,4.027777777777778,True,False,Service Request,individual,none,not_applicable,False,none,lowest,high,low
T03756,Access requested for Regulatory Reporting,Regulatory Reporting,Luxembourg,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,16.62152777777778,True,False,Service Request,individual,none,not_applicable,False,none,lowest,low,high
T03757,Access removal requested for Client Reporting,Client Reporting,Nordics,Client Services,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,4.977083333333334,True,False,Service Request,individual,none,not_applicable,False,none,lowest,high,medium
T03758,General request for Corporate Actions with unclear details,Corporate Actions,Switzerland,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,17.46388888888889,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,medium
T03759,Access requested for Securities Settlement,Securities Settlement,Luxembourg,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,4.621527777777778,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03760,Access removal requested for Securities Settlement,Securities Settlement,Nordics,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,18.853472222222223,True,False,Service Request,individual,none,not_applicable,False,none,lowest,high,lowest
T03761,Access requested for Risk & Compliance Monitoring,Risk & Compliance Monitoring,Luxembourg,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,1.8694444444444445,True,False,Service Request,individual,none,not_applicable,False,none,low,low,low
T03762,New license requested for Regulatory Reporting,Regulatory Reporting,Nordics,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,2.998611111111111,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03763,Access requested for Risk & Compliance Monitoring,Risk & Compliance Monitoring,Nordics,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,8.641666666666667,True,False,Service Request,individual,none,not_applicable,False,none,low,high,low
T03764,Access removal requested for Securities Settlement,Securities Settlement,Switzerland,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,8.499305555555555,True,False,Service Request,individual,none,not_applicable,False,none,medium,lowest,low
T03765,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,19.352083333333333,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,high,lowest
T03766,New license requested for Outlook & Email,Outlook & Email,France,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.0605,1.0,0.0,1.0,,0.2941,132.75347222222223,False,,False,False,Service Request,individual,none,not_applicable,False,none,lowest,low,lowest
T03767,Access requested for Rimes Data Feed,Rimes Data Feed,France,Market Data Services,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,18.785416666666666,True,False,Service Request,individual,none,not_applicable,False,none,low,lowest,lowest
T03768,Incorrect incident title for service request in SimCorp Dimension,SimCorp Dimension,France,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,5.455555555555556,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03769,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Nordics,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,11.094444444444445,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,high,lowest
T03770,General request for SharePoint & File Storage with unclear details,SharePoint & File Storage,Luxembourg,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,3.74375,False,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,highest
T03771,New license requested for Order Management,Order Management,Switzerland,Trading Support,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,5.740972222222222,True,False,Service Request,individual,none,not_applicable,False,none,lowest,low,low
T03772,Access requested for Regulatory Reporting,Regulatory Reporting,Nordics,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,1.1993055555555556,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03773,New license requested for Regulatory Reporting,Regulatory Reporting,France,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,9.598611111111111,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03774,Access removal requested for Cash Management,Cash Management,France,Treasury & Cash,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,18.29722222222222,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03775,Access requested for Fund Pricing,Fund Pricing,France,Valuation & Pricing,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,3.6326388888888888,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03776,New license requested for Order Management,Order Management,Luxembourg,Trading Support,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,1.336111111111111,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03777,Access removal requested for Fund Pricing,Fund Pricing,Germany,Valuation & Pricing,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,2.5180555555555557,True,False,Service Request,individual,none,not_applicable,False,none,high,lowest,medium
T03778,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Nordics,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,1.8854166666666667,False,True,Incident,external_counterparty,partial_degradation,none,False,none,high,high,low
T03779,Access requested for SharePoint & File Storage,SharePoint & File Storage,Switzerland,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,5.2347222222222225,False,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03780,Access requested for Trading Platform,Trading Platform,France,Investment Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,2.6465277777777776,True,False,Service Request,individual,none,not_applicable,False,none,medium,lowest,lowest
T03781,New license requested for Regulatory Reporting,Regulatory Reporting,Germany,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,16.836111111111112,True,False,Service Request,individual,none,not_applicable,False,none,lowest,low,low
T03782,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,13.877777777777778,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,lowest
T03783,Access removal requested for SharePoint & File Storage,SharePoint & File Storage,Nordics,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,19.127777777777776,False,False,Service Request,individual,none,not_applicable,False,none,medium,lowest,lowest
T03784,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Nordics,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,10.543055555555556,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,low,lowest
T03785,Access requested for Identity & Access Management,Identity & Access Management,Nordics,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,4.722222222222222,False,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,medium
T03786,Incorrect incident title for service request in SimCorp Dimension,SimCorp Dimension,Switzerland,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,9.473611111111111,True,False,Service Request,individual,none,not_applicable,False,none,low,low,lowest
T03787,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,19.863194444444446,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,medium
T03788,Access requested for NAV Calculation,NAV Calculation,Nordics,Valuation & Pricing,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,14.484722222222222,True,False,Service Request,individual,none,not_applicable,False,none,low,lowest,high
T03789,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Nordics,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,1.2048611111111112,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,medium,lowest
T03790,Access requested for Cash Management,Cash Management,Nordics,Treasury & Cash,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,13.747916666666667,True,False,Service Request,individual,none,not_applicable,False,none,low,low,lowest
T03791,General request for Tax Reporting with unclear details,Tax Reporting,Luxembourg,Tax & Reporting,Service Request,Service Request,lowest,lowest,lowest,0.0605,1.0,0.0,1.0,,0.2941,166.075,False,,False,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03792,Access requested for Order Management,Order Management,France,Trading Support,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,15.335416666666667,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03793,Access requested for Securities Settlement,Securities Settlement,France,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0944,1.0,0.25,1.0,,0.4706,218.84930555555556,False,,True,False,Service Request,individual,none,not_applicable,False,none,medium,low,lowest
T03794,New license requested for Portfolio Accounting,Portfolio Accounting,Germany,Investment Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,8.088194444444444,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03795,New license requested for Securities Settlement,Securities Settlement,France,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,2.813888888888889,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,low
T03796,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Nordics,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,4.591666666666667,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,lowest
T03797,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,9.177083333333334,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,lowest
T03798,Access requested for Order Management,Order Management,Luxembourg,Trading Support,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,3.152083333333333,True,False,Service Request,individual,none,not_applicable,False,none,lowest,medium,lowest
T03799,Access removal requested for SharePoint & File Storage,SharePoint & File Storage,Nordics,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,8.228472222222223,False,False,Service Request,individual,none,not_applicable,False,none,low,lowest,lowest
T03800,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,2.714583333333333,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T03801,New license requested for Corporate Actions,Corporate Actions,France,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,18.691666666666666,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03802,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,16.36875,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,highest,lowest
T03803,Access requested for NAV Calculation,NAV Calculation,France,Valuation & Pricing,Service Request,Service Request,lowest,lowest,lowest,0.0927,1.0,0.25,0.97,,0.4618,116.40486111111112,False,,True,False,Service Request,individual,none,not_applicable,False,none,lowest,medium,medium
T03804,General request for Tax Reporting with unclear details,Tax Reporting,Switzerland,Tax & Reporting,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,16.877777777777776,False,False,Service Request,individual,none,not_applicable,False,none,low,low,lowest
T03805,Access requested for Risk & Compliance Monitoring,Risk & Compliance Monitoring,France,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.088,1.0,0.25,0.8874,,0.4375,106.49097222222223,False,,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,lowest
T03806,Incorrect incident title for service request in SharePoint & File Storage,SharePoint & File Storage,Luxembourg,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.004,1.0,0.0,0.0,,0.0,0.0,True,3.865972222222222,False,False,Service Request,individual,none,not_applicable,False,none,highest,lowest,low
T03807,General request for SimCorp Dimension with unclear details,SimCorp Dimension,Nordics,Enterprise Applications,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,6.475694444444445,True,False,Service Request,individual,none,not_applicable,False,none,medium,lowest,medium
T03808,Email notification received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Service Request,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,17.372916666666665,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,low
T03809,New license requested for Corporate Actions,Corporate Actions,Switzerland,Securities Operations,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,18.764583333333334,True,False,Service Request,individual,none,not_applicable,False,none,lowest,lowest,medium
T03810,General request for Risk & Compliance Monitoring with unclear details,Risk & Compliance Monitoring,Germany,Risk & Controls,Service Request,Service Request,lowest,lowest,lowest,0.0379,1.0,0.25,0.0,,0.1765,0.0,True,2.8444444444444446,True,False,Service Request,one_entity,none,not_applicable,False,none,low,lowest,lowest
