ticket_id,signature_id,rank,neighbour_ticket_id,similarity,neighbour_tie_group_size,neighbour_n_with_resolution
T01319,5,2,T00067,0.95,227,49
T01319,5,3,T00049,0.95,238,62
T01319,5,4,T00261,0.95,227,56
T01319,5,5,T00099,0.95,269,57
T01319,5,6,T04035,0.5364,805,206
T01319,5,7,T04144,0.4864,820,183
T01319,5,8,T04052,0.4864,892,211
T01319,5,9,T04072,0.4864,822,196
T01319,5,10,T04093,0.4864,873,209
T01320,27,1,T00105,1.0,6,1
T01320,27,2,T02325,0.95,5,1
T01320,27,3,T01125,0.95,4,2
T01320,27,4,T00461,0.95,2,0
T01320,27,5,T03333,0.95,8,2
T01320,27,6,T02275,0.6541,3,1
T01320,27,7,T00470,0.6303,4,1
T01320,27,8,T01017,0.6279,4,2
T01320,27,9,T00226,0.6213,2,0
T01320,27,10,T00746,0.6213,6,1
T01321,110,1,T00709,1.0,10,3
T01321,110,2,T01021,0.95,7,4
T01321,110,3,T03725,0.95,7,1
T01321,110,4,T00801,0.95,7,0
T01321,110,5,T00322,0.95,2,1
T01321,110,6,T00426,0.7007,9,5
T01321,110,7,T00546,0.6871,7,2
T01321,110,8,T02809,0.6507,11,6
T01321,110,9,T01607,0.6507,10,3
T01321,110,10,T02670,0.6507,11,1
T01322,774,1,T00366,1.0,3,0
T01322,774,2,T01042,0.95,6,0
T01322,774,3,T00783,0.95,5,2
T01322,774,4,T02876,0.95,5,1
T01322,774,5,T00192,0.95,5,4
T01322,774,6,T00182,0.7141,2,0
T01322,774,7,T01610,0.7138,4,0
T01322,774,8,T00080,0.6641,2,0
T01322,774,9,T01499,0.6641,4,1
T01322,774,10,T01667,0.6641,9,1
T01323,154,1,T01082,1.0,11,2
T01323,154,2,T00823,0.95,11,4
T01323,154,3,T01492,0.95,6,2
T01323,154,4,T01577,0.95,9,1
T01323,154,5,T01798,0.95,7,2
T01323,154,6,T02086,0.6552,12,1
T01323,154,7,T01958,0.6406,10,1
T01323,154,8,T00685,0.6197,9,3
T01323,154,9,T02622,0.6197,3,1
T01323,154,10,T01146,0.6124,8,3
T01324,70,1,T00418,1.0,8,4
T01324,70,2,T00228,0.95,9,3
T01324,70,3,T02949,0.95,8,2
T01324,70,4,T03634,0.95,10,1
T01324,70,5,T01725,0.95,13,3
T01324,70,6,T00033,0.6286,7,1
T01324,70,7,T00801,0.625,7,0
T01324,70,8,T01358,0.6148,11,3
T01324,70,9,T01492,0.6124,6,2
T01324,70,10,T00374,0.6099,9,5
T01325,16,1,T00067,1.0,227,49
T01325,16,2,T00026,0.95,250,67
T01325,16,3,T00049,0.95,238,62
T01325,16,4,T00099,0.95,269,57
T01325,16,5,T00261,0.95,227,56
T01325,16,6,T04093,0.5364,873,209
T01325,16,7,T04052,0.4864,892,211
T01325,16,8,T04144,0.4864,820,183
T01325,16,9,T04035,0.4864,805,206
T01325,16,10,T04072,0.4864,822,196
T01326,5,1,T00026,1.0,250,67
T01326,5,2,T00067,0.95,227,49
T01326,5,3,T00049,0.95,238,62
T01326,5,4,T00261,0.95,227,56
T01326,5,5,T00099,0.95,269,57
T01326,5,6,T04035,0.5364,805,206
T01326,5,7,T04144,0.4864,820,183
T01326,5,8,T04052,0.4864,892,211
T01326,5,9,T04072,0.4864,822,196
T01326,5,10,T04093,0.4864,873,209
T01327,161,1,T01146,1.0,8,3
T01327,161,2,T00647,0.95,9,2
T01327,161,3,T03616,0.95,8,1
T01327,161,4,T01295,0.95,12,5
T01327,161,5,T01395,0.95,13,2
T01327,161,6,T01245,0.7029,9,2
T01327,161,7,T00094,0.7026,9,2
T01327,161,8,T00434,0.6529,12,3
T01327,161,9,T03977,0.6529,5,1
T01327,161,10,T01572,0.6529,8,1
T01328,142,1,T00973,1.0,8,1
T01328,142,2,T01340,0.95,3,0
T01328,142,3,T00383,0.95,8,0
T01328,142,4,T01040,0.95,8,3
T01328,142,5,T01317,0.95,6,2
T01328,142,6,T00880,0.7323,8,1
T01328,142,7,T00199,0.6823,12,3
T01328,142,8,T02881,0.6823,4,2
T01328,142,9,T00197,0.6823,14,3
T01328,142,10,T01583,0.6823,9,2
T01329,206,1,T01588,1.0,3,1
T01329,206,2,T02213,0.95,5,2
T01329,206,3,T02686,0.95,5,1
T01329,206,4,T03202,0.95,4,1
T01329,206,5,T00943,0.95,6,3
T01329,206,6,T02582,0.7141,5,2
T01329,206,7,T02196,0.6641,5,2
T01329,206,8,T00869,0.6641,2,0
T01329,206,9,T01227,0.6641,5,3
T01329,206,10,T00195,0.6641,6,1
T01330,822,1,T02396,1.0,2,0
T01330,822,2,T01402,0.95,3,0
T01330,822,3,T00470,0.95,4,1
T01330,822,4,T00870,0.95,5,3
T01330,822,5,T00345,0.95,2,0
T01330,822,6,T00096,0.6568,8,2
T01330,822,7,T00317,0.651,3,0
T01330,822,8,T03333,0.6303,8,2
T01330,822,9,T00432,0.6303,2,0
T01330,822,10,T00128,0.6237,4,0
T01331,5,1,T00026,1.0,250,67
T01331,5,2,T00067,0.95,227,49
T01331,5,3,T00049,0.95,238,62
T01331,5,4,T00261,0.95,227,56
T01331,5,5,T00099,0.95,269,57
T01331,5,6,T04035,0.5364,805,206
T01331,5,7,T04144,0.4864,820,183
T01331,5,8,T04052,0.4864,892,211
T01331,5,9,T04072,0.4864,822,196
T01331,5,10,T04093,0.4864,873,209
T01332,5,1,T00026,1.0,250,67
T01332,5,2,T00067,0.95,227,49
T01332,5,3,T00049,0.95,238,62
T01332,5,4,T00261,0.95,227,56
T01332,5,5,T00099,0.95,269,57
T01332,5,6,T04035,0.5364,805,206
T01332,5,7,T04144,0.4864,820,183
T01332,5,8,T04052,0.4864,892,211
T01332,5,9,T04072,0.4864,822,196
T01332,5,10,T04093,0.4864,873,209
T01333,171,1,T01303,1.0,14,3
T01333,171,2,T00439,0.95,5,3
T01333,171,3,T00875,0.95,7,2
T01333,171,4,T00258,0.95,12,4
T01333,171,5,T00839,0.95,6,0
T01333,171,6,T01925,0.7329,8,1
T01333,171,7,T00886,0.721,14,5
T01333,171,8,T00116,0.6829,6,1
T01333,171,9,T00430,0.6829,11,3
T01333,171,10,T01749,0.6829,14,2
T01334,16,1,T00067,1.0,227,49
T01334,16,2,T00026,0.95,250,67
T01334,16,3,T00049,0.95,238,62
T01334,16,4,T00099,0.95,269,57
T01334,16,5,T00261,0.95,227,56
T01334,16,6,T04093,0.5364,873,209
T01334,16,7,T04052,0.4864,892,211
T01334,16,8,T04144,0.4864,820,183
T01334,16,9,T04035,0.4864,805,206
T01334,16,10,T04072,0.4864,822,196
T01335,32,1,T00151,1.0,9,1
T01335,32,2,T00184,0.95,10,3
T01335,32,3,T02760,0.95,9,2
T01335,32,4,T00223,0.95,8,2
T01335,32,5,T00307,0.95,11,4
T01335,32,6,T03150,0.667,4,1
T01335,32,7,T00398,0.6281,8,2
T01335,32,8,T00977,0.626,1,1
T01335,32,9,T01958,0.6233,10,1
T01335,32,10,T00439,0.6228,5,3
T01336,182,1,T01436,1.0,9,2
T01336,182,2,T00415,0.95,12,1
T01336,182,3,T00907,0.95,7,3
T01336,182,4,T01033,0.95,12,4
T01336,182,5,T01519,0.95,18,2
T01336,182,6,T00205,0.7029,13,3
T01336,182,7,T00275,0.6529,4,2
T01336,182,8,T01128,0.6529,7,1
T01336,182,9,T01569,0.6529,12,4
T01336,182,10,T01455,0.6529,14,2
T01337,799,1,T00797,1.0,6,0
T01337,799,2,T00320,0.95,6,1
T01337,799,3,T00665,0.95,3,1
T01337,799,4,T00879,0.95,9,3
T01337,799,5,T01398,0.95,14,4
T01337,799,6,T01566,0.6289,4,2
T01337,799,7,T01896,0.6283,2,1
T01337,799,8,T01232,0.6268,4,0
T01337,799,9,T02007,0.6268,9,3
T01337,799,10,T01690,0.6268,7,1
T01338,16,1,T00067,1.0,227,49
T01338,16,2,T00026,0.95,250,67
T01338,16,3,T00049,0.95,238,62
T01338,16,4,T00099,0.95,269,57
T01338,16,5,T00261,0.95,227,56
T01338,16,6,T04093,0.5364,873,209
T01338,16,7,T04052,0.4864,892,211
T01338,16,8,T04144,0.4864,820,183
T01338,16,9,T04035,0.4864,805,206
T01338,16,10,T04072,0.4864,822,196
T01339,762,1,T00301,1.0,5,0
T01339,762,2,T02163,0.95,2,0
T01339,762,3,T00813,0.95,7,1
T01339,762,4,T01919,0.95,2,0
T01339,762,5,T03402,0.7139,7,1
T01339,762,6,T01658,0.7139,1,0
T01339,762,7,T00442,0.6639,7,1
T01339,762,8,T02805,0.6639,1,1
T01339,762,9,T00231,0.6639,2,0
T01339,762,10,T00746,0.6639,6,1
T01340,823,1,T02038,1.0,3,0
T01340,823,2,T00383,0.95,8,0
T01340,823,3,T01317,0.95,6,2
T01340,823,4,T00973,0.95,8,1
T01340,823,5,T01040,0.95,8,3
T01340,823,6,T02881,0.7323,4,2
T01340,823,7,T00199,0.6823,12,3
T01340,823,8,T00197,0.6823,14,3
T01340,823,9,T01583,0.6823,9,2
T01340,823,10,T00880,0.6823,8,1
T01341,7,1,T00031,1.0,8,3
T01341,7,2,T00433,0.95,11,4
T01341,7,3,T00004,0.95,6,2
T01341,7,4,T00370,0.95,6,0
T01341,7,5,T01920,0.95,8,2
T01341,7,6,T00839,0.6579,6,0
T01341,7,7,T01749,0.6573,14,2
T01341,7,8,T00035,0.6454,7,2
T01341,7,9,T01566,0.6407,4,2
T01341,7,10,T01232,0.6385,4,0
T01342,173,1,T01413,1.0,5,3
T01342,173,2,T00546,0.95,7,2
T01342,173,3,T01358,0.95,11,3
T01342,173,4,T02142,0.95,10,1
T01342,173,5,T00165,0.95,5,0
T01342,173,6,T02809,0.6905,11,6
T01342,173,7,T00322,0.6871,2,1
T01342,173,8,T02670,0.6405,11,1
T01342,173,9,T00033,0.6405,7,1
T01342,173,10,T01607,0.6405,10,3
T01343,5,1,T00026,1.0,250,67
T01343,5,2,T00067,0.95,227,49
T01343,5,3,T00049,0.95,238,62
T01343,5,4,T00261,0.95,227,56
T01343,5,5,T00099,0.95,269,57
T01343,5,6,T04035,0.5364,805,206
T01343,5,7,T04144,0.4864,820,183
T01343,5,8,T04052,0.4864,892,211
T01343,5,9,T04072,0.4864,822,196
T01343,5,10,T04093,0.4864,873,209
T01344,342,1,T03725,1.0,7,1
T01344,342,2,T00709,0.95,10,3
T01344,342,3,T01021,0.95,7,4
T01344,342,4,T00801,0.95,7,0
T01344,342,5,T00322,0.95,2,1
T01344,342,6,T02670,0.7007,11,1
T01344,342,7,T02142,0.6871,10,1
T01344,342,8,T02809,0.6507,11,6
T01344,342,9,T00033,0.6507,7,1
T01344,342,10,T01607,0.6507,10,3
T01345,10,1,T00036,1.0,6,2
T01345,10,2,T03013,0.95,3,1
T01345,10,3,T01361,0.95,4,3
T01345,10,4,T02074,0.95,6,1
T01345,10,5,T00073,0.95,6,2
T01345,10,6,T01350,0.7141,3,1
T01345,10,7,T01089,0.6641,7,0
T01345,10,8,T03569,0.6641,3,1
T01345,10,9,T02517,0.6641,3,1
T01345,10,10,T00713,0.6641,4,0
T01346,49,1,T00261,1.0,227,56
T01346,49,2,T00067,0.95,227,49
T01346,49,3,T00049,0.95,238,62
T01346,49,4,T00099,0.95,269,57
T01346,49,5,T00026,0.95,250,67
T01346,49,6,T04052,0.5364,892,211
T01346,49,7,T04072,0.4864,822,196
T01346,49,8,T04035,0.4864,805,206
T01346,49,9,T04093,0.4864,873,209
T01346,49,10,T04144,0.4864,820,183
T01347,744,1,T00088,1.0,7,0
T01347,744,2,T02742,0.95,3,0
T01347,744,3,T00757,0.95,4,1
T01347,744,4,T02347,0.95,3,1
T01347,744,5,T00196,0.95,6,1
T01347,744,6,T02510,0.7236,5,1
T01347,744,7,T03543,0.7233,4,1
T01347,744,8,T00064,0.6736,8,0
T01347,744,9,T01229,0.6736,6,2
T01347,744,10,T03958,0.6736,4,1
T01348,33,1,T00156,1.0,11,4
T01348,33,2,T00285,0.95,11,3
T01348,33,3,T00520,0.95,12,3
T01348,33,4,T03906,0.95,5,1
T01348,33,5,T01958,0.95,10,1
T01348,33,6,T01577,0.6406,9,1
T01348,33,7,T00307,0.6233,11,4
T01348,33,8,T03655,0.6228,6,1
T01348,33,9,T00256,0.6129,9,0
T01348,33,10,T03101,0.6023,4,1
T01349,43,1,T00206,1.0,10,3
T01349,43,2,T00077,0.95,8,3
T01349,43,3,T02622,0.95,3,1
T01349,43,4,T00650,0.95,7,1
T01349,43,5,T00224,0.95,6,2
T01349,43,6,T02053,0.6522,11,4
T01349,43,7,T00823,0.6197,11,4
T01349,43,8,T00348,0.6171,9,2
T01349,43,9,T01395,0.6099,13,2
T01349,43,10,T01455,0.6099,14,2
T01350,174,1,T00564,1.0,3,1
T01350,174,2,T03569,0.95,3,1
T01350,174,3,T00713,0.95,4,0
T01350,174,4,T01089,0.95,7,0
T01350,174,5,T02517,0.95,3,1
T01350,174,6,T00036,0.7141,6,2
T01350,174,7,T03013,0.6641,3,1
T01350,174,8,T02074,0.6641,6,1
T01350,174,9,T01361,0.6641,4,3
T01350,174,10,T00073,0.6641,6,2
T01351,175,1,T01621,1.0,4,1
T01351,175,2,T00746,0.95,6,1
T01351,175,3,T01658,0.95,1,0
T01351,175,4,T00128,0.95,4,0
T01351,175,5,T00231,0.95,2,0
T01351,175,6,T02805,0.7148,1,1
T01351,175,7,T03402,0.6648,7,1
T01351,175,8,T00442,0.6648,7,1
T01351,175,9,T00047,0.6648,5,0
T01351,175,10,T02893,0.6648,1,0
T01352,46,1,T00228,1.0,9,3
T01352,46,2,T00418,0.95,8,4
T01352,46,3,T03634,0.95,10,1
T01352,46,4,T02949,0.95,8,2
T01352,46,5,T01725,0.95,13,3
T01352,46,6,T00426,0.6286,9,5
T01352,46,7,T00709,0.625,10,3
T01352,46,8,T00546,0.6148,7,2
T01352,46,9,T01577,0.6124,9,1
T01352,46,10,T00224,0.6099,6,2
T01353,306,1,T02890,1.0,6,2
T01353,306,2,T03786,0.95,7,1
T01353,306,3,T02164,0.95,2,0
T01353,306,4,T03409,0.95,3,1
T01353,306,5,T00337,0.95,4,0
T01353,306,6,T00593,0.6405,3,0
T01353,306,7,T02270,0.6368,3,0
T01353,306,8,T02187,0.6272,6,2
T01353,306,9,T00870,0.6237,5,3
T01353,306,10,T00999,0.6213,3,0
T01354,26,1,T00099,1.0,269,57
T01354,26,2,T00067,0.95,227,49
T01354,26,3,T00026,0.95,250,67
T01354,26,4,T00261,0.95,227,56
T01354,26,5,T00049,0.95,238,62
T01354,26,6,T04144,0.5364,820,183
T01354,26,7,T04035,0.4864,805,206
T01354,26,8,T04052,0.4864,892,211
T01354,26,9,T04072,0.4864,822,196
T01354,26,10,T04093,0.4864,873,209
T01355,796,1,T00741,1.0,4,0
T01355,796,2,T00526,0.95,9,4
T01355,796,3,T00425,0.95,3,0
T01355,796,4,T02390,0.95,3,1
T01355,796,5,T01856,0.95,4,1
T01355,796,6,T00060,0.7148,5,2
T01355,796,7,T00395,0.6648,3,0
T01355,796,8,T03863,0.6648,4,1
T01355,796,9,T00503,0.6648,6,0
T01355,796,10,T01437,0.6648,4,1
T01356,12,1,T00049,1.0,238,62
T01356,12,2,T00067,0.95,227,49
T01356,12,3,T00099,0.95,269,57
T01356,12,4,T00026,0.95,250,67
T01356,12,5,T00261,0.95,227,56
T01356,12,6,T04072,0.5364,822,196
T01356,12,7,T04052,0.4864,892,211
T01356,12,8,T04035,0.4864,805,206
T01356,12,9,T04144,0.4864,820,183
T01356,12,10,T04093,0.4864,873,209
T01357,741,1,T00064,1.0,8,0
T01357,741,2,T00811,0.95,3,0
T01357,741,3,T03958,0.95,4,1
T01357,741,4,T02510,0.95,5,1
T01357,741,5,T01229,0.95,6,2
T01357,741,6,T00757,0.7236,4,1
T01357,741,7,T02103,0.7233,1,0
T01357,741,8,T00088,0.6736,7,0
T01357,741,9,T02347,0.6736,3,1
T01357,741,10,T02742,0.6736,3,0
T01358,176,1,T01771,1.0,11,3
T01358,176,2,T00546,0.95,7,2
T01358,176,3,T02142,0.95,10,1
T01358,176,4,T00165,0.95,5,0
T01358,176,5,T01342,0.95,5,3
T01358,176,6,T00033,0.6905,7,1
T01358,176,7,T00801,0.6871,7,0
T01358,176,8,T00426,0.6405,9,5
T01358,176,9,T02809,0.6405,11,6
T01358,176,10,T02670,0.6405,11,1
T01359,783,1,T00461,1.0,2,0
T01359,783,2,T03333,0.95,8,2
T01359,783,3,T02325,0.95,5,1
T01359,783,4,T01125,0.95,4,2
T01359,783,5,T00105,0.95,6,1
T01359,783,6,T02466,0.6541,2,1
T01359,783,7,T00345,0.6303,2,0
T01359,783,8,T02745,0.6279,5,1
T01359,783,9,T00177,0.6213,5,0
T01359,783,10,T00231,0.6213,2,0
T01360,800,1,T00801,1.0,7,0
T01360,800,2,T00322,0.95,2,1
T01360,800,3,T03725,0.95,7,1
T01360,800,4,T00709,0.95,10,3
T01360,800,5,T01021,0.95,7,4
T01360,800,6,T00033,0.7007,7,1
T01360,800,7,T01358,0.6871,11,3
T01360,800,8,T00426,0.6507,9,5
T01360,800,9,T02809,0.6507,11,6
T01360,800,10,T01607,0.6507,10,3
T01361,177,1,T02564,1.0,4,3
T01361,177,2,T00073,0.95,6,2
T01361,177,3,T03013,0.95,3,1
T01361,177,4,T02074,0.95,6,1
T01361,177,5,T00036,0.95,6,2
T01361,177,6,T02517,0.7141,3,1
T01361,177,7,T01350,0.6641,3,1
T01361,177,8,T01089,0.6641,7,0
T01361,177,9,T00713,0.6641,4,0
T01361,177,10,T03569,0.6641,3,1
T01362,176,1,T01358,1.0,11,3
T01362,176,2,T00546,0.95,7,2
T01362,176,3,T02142,0.95,10,1
T01362,176,4,T00165,0.95,5,0
T01362,176,5,T01342,0.95,5,3
T01362,176,6,T00033,0.6905,7,1
T01362,176,7,T00801,0.6871,7,0
T01362,176,8,T00426,0.6405,9,5
T01362,176,9,T02809,0.6405,11,6
T01362,176,10,T02670,0.6405,11,1
T01363,40,1,T00199,1.0,12,3
T01363,40,2,T00880,0.95,8,1
T01363,40,3,T01583,0.95,9,2
T01363,40,4,T02881,0.95,4,2
T01363,40,5,T00197,0.95,14,3
T01363,40,6,T01317,0.7323,6,2
T01363,40,7,T01340,0.6823,3,0
T01363,40,8,T00973,0.6823,8,1
T01363,40,9,T01040,0.6823,8,3
T01363,40,10,T00383,0.6823,8,0
T01364,49,1,T00261,1.0,227,56
T01364,49,2,T00067,0.95,227,49
T01364,49,3,T00049,0.95,238,62
T01364,49,4,T00099,0.95,269,57
T01364,49,5,T00026,0.95,250,67
T01364,49,6,T04052,0.5364,892,211
T01364,49,7,T04072,0.4864,822,196
T01364,49,8,T04035,0.4864,805,206
T01364,49,9,T04093,0.4864,873,209
T01364,49,10,T04144,0.4864,820,183
T01365,4,1,T00025,1.0,5,2
T01365,4,2,T00473,0.95,10,4
T01365,4,3,T00499,0.95,7,0
T01365,4,4,T02578,0.95,8,1
T01365,4,5,T00268,0.95,8,2
T01365,4,6,T01694,0.6994,7,1
T01365,4,7,T00348,0.6494,9,2
T01365,4,8,T00374,0.6494,9,5
T01365,4,9,T00090,0.6494,7,3
T01365,4,10,T02086,0.6494,12,1
T01366,123,1,T00823,1.0,11,4
T01366,123,2,T01082,0.95,11,2
T01366,123,3,T01577,0.95,9,1
T01366,123,4,T01492,0.95,6,2
T01366,123,5,T01798,0.95,7,2
T01366,123,6,T00348,0.6552,9,2
T01366,123,7,T00520,0.6406,12,3
T01366,123,8,T02053,0.6197,11,4
T01366,123,9,T00206,0.6197,10,3
T01366,123,10,T01455,0.6124,14,2
T01367,134,1,T00886,1.0,14,5
T01367,134,2,T01460,0.95,4,0
T01367,134,3,T02081,0.95,10,1
T01367,134,4,T02875,0.95,8,1
T01367,134,5,T00035,0.95,7,2
T01367,134,6,T01303,0.721,14,3
T01367,134,7,T01925,0.7204,8,1
T01367,134,8,T00258,0.671,12,4
T01367,134,9,T00839,0.671,6,0
T01367,134,10,T00875,0.671,7,2
T01368,86,1,T00508,1.0,3,1
T01368,86,2,T00637,0.95,5,2
T01368,86,3,T03623,0.95,4,1
T01368,86,4,T00455,0.95,6,0
T01368,86,5,T02352,0.95,3,1
T01368,86,6,T00413,0.7201,6,2
T01368,86,7,T00180,0.6701,3,0
T01368,86,8,T03275,0.6701,4,1
T01368,86,9,T02220,0.6701,4,1
T01368,86,10,T00513,0.6701,6,3
T01369,125,1,T00842,1.0,6,4
T01369,125,2,T00264,0.95,14,4
T01369,125,3,T02069,0.95,3,0
T01369,125,4,T00120,0.95,9,2
T01369,125,5,T02671,0.95,8,3
T01369,125,6,T02809,0.6106,11,6
T01369,125,7,T00322,0.6069,2,1
T01369,125,8,T01958,0.5984,10,1
T01369,125,9,T01342,0.5965,5,3
T01369,125,10,T00347,0.5955,2,0
T01370,278,1,T02499,1.0,3,2
T01370,278,2,T00333,0.95,9,0
T01370,278,3,T03046,0.95,2,1
T01370,278,4,T01692,0.95,3,0
T01370,278,5,T00132,0.95,4,2
T01370,278,6,T00852,0.7242,5,0
T01370,278,7,T01307,0.7118,3,0
T01370,278,8,T00492,0.6742,2,0
T01370,278,9,T01664,0.6742,8,2
T01370,278,10,T00720,0.6742,8,2
T01371,217,1,T01684,1.0,8,2
T01371,217,2,T00556,0.95,9,3
T01371,217,3,T01479,0.95,9,2
T01371,217,4,T00255,0.95,1,0
T01371,217,5,T03261,0.95,8,2
T01371,217,6,T00338,0.7323,10,0
T01371,217,7,T00131,0.6823,5,0
T01371,217,8,T00284,0.6823,10,1
T01371,217,9,T01651,0.6823,6,2
T01371,217,10,T01107,0.6823,5,1
T01372,181,1,T01398,1.0,14,4
T01372,181,2,T00320,0.95,6,1
T01372,181,3,T00879,0.95,9,3
T01372,181,4,T00665,0.95,3,1
T01372,181,5,T00797,0.95,6,0
T01372,181,6,T03150,0.6289,4,1
T01372,181,7,T00674,0.6283,4,1
T01372,181,8,T03297,0.6268,8,3
T01372,181,9,T00926,0.6268,6,0
T01372,181,10,T00202,0.6268,8,4
T01373,51,1,T00268,1.0,8,2
T01373,51,2,T00473,0.95,10,4
T01373,51,3,T02578,0.95,8,1
T01373,51,4,T00499,0.95,7,0
T01373,51,5,T00025,0.95,5,2
T01373,51,6,T00374,0.6994,9,5
T01373,51,7,T00348,0.6494,9,2
T01373,51,8,T02086,0.6494,12,1
T01373,51,9,T01694,0.6494,7,1
T01373,51,10,T00090,0.6494,7,3
T01374,102,1,T00648,1.0,10,3
T01374,102,2,T00868,0.95,3,0
T01374,102,3,T00364,0.95,5,0
T01374,102,4,T01542,0.95,8,2
T01374,102,5,T00955,0.95,1,0
T01374,102,6,T00700,0.622,4,0
T01374,102,7,T02441,0.6182,4,1
T01374,102,8,T03101,0.6102,4,1
T01374,102,9,T00843,0.6083,2,0
T01374,102,10,T01402,0.5818,3,0
T01375,178,1,T03847,1.0,5,2
T01375,178,2,T02033,0.95,5,1
T01375,178,3,T00939,0.95,6,3
T01375,178,4,T00740,0.95,6,1
T01375,178,5,T02328,0.95,2,0
T01375,178,6,T00132,0.6307,4,2
T01375,178,7,T01664,0.6299,8,2
T01375,178,8,T02268,0.6192,3,0
T01375,178,9,T03645,0.6173,6,1
T01375,178,10,T01515,0.6027,5,2
T01376,179,1,T02443,1.0,7,2
T01376,179,2,T01564,0.95,6,0
T01376,179,3,T00061,0.95,5,3
T01376,179,4,T00237,0.95,9,3
T01376,179,5,T00071,0.95,7,2
T01376,179,6,T00454,0.7029,9,0
T01376,179,7,T00557,0.6529,8,3
T01376,179,8,T01895,0.6529,9,1
T01376,179,9,T01486,0.6529,8,3
T01376,179,10,T00083,0.6529,8,1
T01377,33,1,T00156,1.0,11,4
T01377,33,2,T00285,0.95,11,3
T01377,33,3,T00520,0.95,12,3
T01377,33,4,T03906,0.95,5,1
T01377,33,5,T01958,0.95,10,1
T01377,33,6,T01577,0.6406,9,1
T01377,33,7,T00307,0.6233,11,4
T01377,33,8,T03655,0.6228,6,1
T01377,33,9,T00256,0.6129,9,0
T01377,33,10,T03101,0.6023,4,1
T01378,12,1,T00049,1.0,238,62
T01378,12,2,T00067,0.95,227,49
T01378,12,3,T00099,0.95,269,57
T01378,12,4,T00026,0.95,250,67
T01378,12,5,T00261,0.95,227,56
T01378,12,6,T04072,0.5364,822,196
T01378,12,7,T04052,0.4864,892,211
T01378,12,8,T04035,0.4864,805,206
T01378,12,9,T04144,0.4864,820,183
T01378,12,10,T04093,0.4864,873,209
T01379,319,1,T03159,1.0,3,1
T01379,319,2,T02045,0.95,10,2
T01379,319,3,T02927,0.95,4,1
T01379,319,4,T03110,0.95,6,1
T01379,319,5,T02010,0.95,4,1
T01379,319,6,T01017,0.7112,4,2
T01379,319,7,T00070,0.6612,3,0
T01379,319,8,T00999,0.6612,3,0
T01379,319,9,T00096,0.6612,8,2
T01379,319,10,T02745,0.6612,5,1
T01380,202,1,T01569,1.0,12,4
T01380,202,2,T00205,0.95,13,3
T01380,202,3,T01455,0.95,14,2
T01380,202,4,T00275,0.95,4,2
T01380,202,5,T01128,0.95,7,1
T01380,202,6,T01033,0.7029,12,4
T01380,202,7,T00415,0.6529,12,1
T01380,202,8,T00907,0.6529,7,3
T01380,202,9,T01436,0.6529,9,2
T01380,202,10,T01519,0.6529,18,2
T01381,164,1,T01237,1.0,5,1
T01381,164,2,T00789,0.95,1,0
T01381,164,3,T00900,0.95,4,1
T01381,164,4,T00317,0.95,3,0
T01381,164,5,T03101,0.95,4,1
T01381,164,6,T00345,0.651,2,0
T01381,164,7,T00955,0.6102,1,0
T01381,164,8,T02268,0.6059,3,0
T01381,164,9,T00029,0.6047,3,1
T01381,164,10,T03906,0.6023,5,1
T01382,49,1,T00261,1.0,227,56
T01382,49,2,T00067,0.95,227,49
T01382,49,3,T00049,0.95,238,62
T01382,49,4,T00099,0.95,269,57
T01382,49,5,T00026,0.95,250,67
T01382,49,6,T04052,0.5364,892,211
T01382,49,7,T04072,0.4864,822,196
T01382,49,8,T04035,0.4864,805,206
T01382,49,9,T04093,0.4864,873,209
T01382,49,10,T04144,0.4864,820,183
T01383,191,1,T01492,1.0,6,2
T01383,191,2,T01798,0.95,7,2
T01383,191,3,T01082,0.95,11,2
T01383,191,4,T01577,0.95,9,1
T01383,191,5,T00823,0.95,11,4
T01383,191,6,T00374,0.6552,9,5
T01383,191,7,T03906,0.6406,5,1
T01383,191,8,T02008,0.6197,7,1
T01383,191,9,T00077,0.6197,8,3
T01383,191,10,T01033,0.6124,12,4
T01384,805,1,T00839,1.0,6,0
T01384,805,2,T00439,0.95,5,3
T01384,805,3,T00875,0.95,7,2
T01384,805,4,T01303,0.95,14,3
T01384,805,5,T00258,0.95,12,4
T01384,805,6,T01749,0.7329,14,2
T01384,805,7,T00035,0.721,7,2
T01384,805,8,T00430,0.6829,11,3
T01384,805,9,T01925,0.6829,8,1
T01384,805,10,T00351,0.6829,4,0
T01385,773,1,T00364,1.0,5,0
T01385,773,2,T00648,0.95,10,3
T01385,773,3,T00868,0.95,3,0
T01385,773,4,T00955,0.95,1,0
T01385,773,5,T01542,0.95,8,2
T01385,773,6,T00171,0.622,9,3
T01385,773,7,T03877,0.6182,3,1
T01385,773,8,T00900,0.6102,4,1
T01385,773,9,T00429,0.6083,4,0
T01385,773,10,T00470,0.5818,4,1
T01386,9,1,T00035,1.0,7,2
T01386,9,2,T01460,0.95,4,0
T01386,9,3,T02875,0.95,8,1
T01386,9,4,T00886,0.95,14,5
T01386,9,5,T02081,0.95,10,1
T01386,9,6,T00839,0.721,6,0
T01386,9,7,T01749,0.7204,14,2
T01386,9,8,T00875,0.671,7,2
T01386,9,9,T00439,0.671,5,3
T01386,9,10,T00258,0.671,12,4
T01387,16,1,T00067,1.0,227,49
T01387,16,2,T00026,0.95,250,67
